Activity_IDActivity_Name
130228_Watching_walking
130229_Watching_water_sports
130230_Watching_weightlifting/strength_training
130231_Watching_people_working_out_unspecified
130232_Watching_wrestling
130301_Waiting_related_to_playing_sports_or_exercising
130302_Waiting_related_to_attending_sporting_events
130401_Security_related_to_playing_sports_or_exercising
130402_Security_related_to_attending_sporting_events
140101_Attending_religious_services
140102_Participation_in_religious_practices
140103_Waiting_associated_w/religious_&_spiritual_activities
140104_Security_procedures_rel._to_religious_&_spiritual_activities
140105_Religious_education_activities
150101_Computer_use
150102_Organizing_and_preparing
150103_Reading
150104_Telephone_calls_(except_hotline_counseling)
150105_Writing
150106_Fundraising
150201_Food_preparation_presentation_clean-up
150202_Collecting_&_delivering_clothing_&_other_goods
150203_Providing_care
150204_Teaching_leading_counseling_mentoring
150301_Building_houses_wildlife_sites_&_other_structures
150302_Indoor_&_outdoor_maintenance_repair_&_clean-up
150401_Performing
150402_Serving_at_volunteer_events_&_cultural_activities
150501_Attending_meetings_conferences_&_training
150601_Public_health_activities
150602_Public_safety_activities
160101_Telephone_calls_to/from_family_members
160102_Telephone_calls_to/from_friends_neighbors_or_acquaintances
160103_Telephone_calls_to/from_education_services_providers
160104_Telephone_calls_to/from_salespeople
160105_Telephone_calls_to/from_professional_or_personal_care_svcs_providers
160106_Telephone_calls_to/from_household_services_providers
160107_Telephone_calls_to/from_paid_child_or_adult_care_providers
160108_Telephone_calls_to/from_government_officials
180101_Travel_related_to_personal_care
180280_Travel_related_to_household_activities
180381_Travel_related_to_caring_for_and_helping_hh_children_
180382_Travel_related_to_caring_for_and_helping_hh_adults
180481_Travel_related_to_caring_for_and_helping_nonhh_children_
180482_Travel_related_to_caring_for_and_helping_nonhh_adults
180501_Travel_related_to_working
180502_Travel_related_to_work-related_activities
180601_Travel_related_to_taking_class
180682_Travel_related_to_education_(except_taking_class)
180701_Travel_related_to_grocery_shopping
180782_Travel_related_to_shopping_(except_grocery_shopping)
180801_Travel_related_to_using_childcare_services
180802_Travel_related_to_using_financial_services_and_banking
180803_Travel_related_to_using_legal_services
180804_Travel_related_to_using_medical_services
180805_Travel_related_to_using_personal_care_services
180806_Travel_related_to_using_real_estate_services
180807_Travel_related_to_using_veterinary_services
180901_Travel_related_to_using_household_services
180902_Travel_related_to_using_home_main./repair/décor./construction_svcs_
180904_Travel_related_to_using_lawn_and_garden_services_
180905_Travel_related_to_using_vehicle_maintenance_&_repair_services
181081_Travel_related_to_using_government_services
181002_Travel_related_to_civic_obligations_&_participation
181101_Travel_related_to_eating_and_drinking
181201_Travel_related_to_socializing_and_communicating
181202_Travel_related_to_attending_or_hosting_social_events
181283_Travel_related_to_relaxing_and_leisure
181204_Travel_related_to_arts_and_entertainment
181301_Travel_related_to_participating_in_sports/exercise/recreation
181302_Travel_related_to_attending_sporting/recreational_events
181401_Travel_related_to_religious/spiritual_practices
181501_Travel_related_to_volunteering
181601_Travel_related_to_phone_calls
181801_Security_procedures_related_to_traveling
